醫事機構代碼,診療科別
3722011924,47
3722020021,40
3722020058,40
3722020076,40
3722020094,40
3722020101,40
3722020156,40
3722020165,40
3722020174,40
3722020192,40
3722020218,40
3722020236,40
3722020245,40
3722020263,40
3722020272,40
3722020343,40
3722020352,40
3722020361,40
3722020370,40
3722020389,40
3722020405,40
3722020414,40
3722020423,40
3722020450,40
3722020469,40
3722020496,40
3722020549,40
3722020567,40
3722020576,40
3722020594,40
3722020610,40
3722020629,40
3722020638,40
3722020647,40
3722021706,40
3722021715,40
3722021733,40
3722021742,40
3722021751,40
3722021760,40
3722021779,40
3722021788,40
3722021797,40
3722021804,40
3722021831,40
3722021859,40
3722021868,40
3722021886,40
3722021895,40
3722021902,40
3722021911,40
3722021920,40
3722021939,40
3722021948,40
3731010015,40
3731010051,40
3731010060,40
3731010079,40
3731010097,40
3731010104,40
3731010113,40
3731010140,40
3731010168,40
3731010177,40
3731010186,40
3731010195,40
3731010202,40
3731010211,40
3731010220,40
3731010239,40
3731010248,40
3731010257,40
3731010266,40
3731010284,40
3731010300,40
3731010328,40
3731010337,40
3731010346,40
3731010364,40
3731010373,40
3731010382,40
3731010408,40
3731010435,40
3731010444,40
3731010480,40
3731010515,40
3731010551,40
3731010560,40
3731010604,40
3731010622,40
3731010659,40
3731010668,40
3731010702,40
3731010739,40
3731010748,40
3731010757,40
3731010800,40
3731010819,40
3731010828,40
3731010837,40
3731010846,40
3731010926,40
3731010944,40
3731010953,40
3731011003,40
3731011067,40
3731011076,40
3731011094,40
3731011110,40
3731011174,40
3731011218,40
3731011254,40
3731011316,40
3731011343,40
3731011352,40
3731011414,40
3731011423,40
3731011441,40
3731011549,40
3731011558,40
3731011576,40
3731011585,40
3731011629,40
3731011638,40
3731011665,40
3731011674,40
3731011718,40
3731011727,40
3731011745,40
3731011816,40
3731011834,40
3731011852,40
3731011941,40
3731011950,40
3731012037,40
3731012126,40
3731012153,40
3731012162,40
3731012171,40
3731012206,40
3731012215,40
3731012251,40
3731012260,40
3731012304,40
3731013338,40
3731013347,40
3731013365,40
3731013392,40
3731013418,40
3731013490,40
3731013525,40
3731013552,40
3731013589,40
3731013614,40
3731013623,40
3731013669,40
3731013678,40
3731013687,40
3731013696,40
3731013703,40
3731013712,40
3731013758,40
3731013776,40
3731013794,40
3731013801,40
3731013810,40
3731013829,40
3731013838,40
3731013847,40
3731013856,40
3731013874,40
3731013909,40
3731013936,40
3731013963,40
3731013981,40
3731013990,40
3731014013,40
3731014022,40
3731014031,40
3731014059,40
3731014068,40
3731014077,40
3731014102,40
3731014111,40
3731014120,40
3731014148,40
3731014157,40
3731014228,40
3731014237,40
3731014255,40
3731014264,40
3731014282,40
3731014291,40
3731014308,40
3731014326,40
3731014335,40
3731014344,40
3731014371,40
3731014380,40
3731014399,40
3731014406,40
3731014433,40
3731014460,40
3731014479,40
3731014488,40
3731014504,40
3731014513,40
3731014522,40
3731014531,40
3731014559,40
3731014568,40
3731014577,40
3731014586,40
3731014595,40
3731014602,40
3731014611,40
3731014639,40
3731014648,40
3731014657,40
3731014666,40
3731014675,40
3731014684,40
3731014693,40
3731014700,40
3731014728,40
3731014746,40
3731014764,40
3731014773,40
3731014782,40
3731014791,40
3731014808,40
3731014817,40
3731014826,40
3731014844,40
3731014853,40
3731014862,40
3731020048,40
3731020057,40
3731020066,40
3731020084,40
3731020119,40
3731020128,40
3731020146,40
3731020155,40
3731020164,40
3731020191,40
3731020208,40
3731020217,40
3731020253,40
3731020280,40
3731020299,40
3731020333,40
3731020342,40
3731020360,40
3731020379,40
3731020388,40
3731020397,40
3731020404,40
3731020431,40
3731020440,40
3731020495,40
3731020520,40
3731020548,40
3731020557,40
3731020575,40
3731020584,40
3731020593,40
3731020619,40
3731020628,40
3731020637,40
3731020682,40
3731020708,40
3731020717,40
3731020744,40
3731020780,40
3731020799,40
3731020904,40
3731020913,40
3731020922,40
3731020977,40
3731020986,40
3731020995,40
3731021018,40
3731021054,40
3731021081,40
3731021116,40
3731021134,40
3731021143,40
3731021152,40
3731021287,40
3731021296,40
3731021312,40
3731021376,40
3731022391,40
3731022417,40
3731022426,40
3731022453,40
3731022471,40
3731022506,40
3731022515,40
3731022560,40
3731022588,40
3731022597,40
3731022613,40
3731022622,40
3731022631,40
3731022640,40
3731022695,40
3731022702,40
3731022757,40
3731022793,40
3731022800,40
3731022819,40
3731022828,40
3731022837,40
3731022846,40
3731022855,40
3731022864,40
3731022873,40
3731022882,40
3731022908,40
3731022917,40
3731022926,40
3731022935,40
3731022971,40
3731022980,40
3731022999,40
3731023012,40
3731023021,40
3731023049,40
3731023058,40
3731023076,40
3731023085,40
3731023094,40
3731023101,40
3731023110,40
3731023138,40
3731023147,40
3731023165,40
3731023174,40
3731023183,40
3731023192,40
3731023209,40
3731023218,40
3731023227,40
3731023236,40
3731023245,40
3731023254,40
3731023263,40
3731023272,40
3731023281,40
3731023290,40
3731030035,40
3731030071,40
3731030099,40
3731030106,40
3731030124,40
3731030142,40
3731030151,40
3731030204,40
3731030213,40
3731030231,40
3731030277,40
3731030295,40
3731030302,40
3731030357,40
3731030366,40
3731030384,40
3731030455,40
3731030473,40
3731030508,40
3731030517,40
3731030526,40
3731030535,40
3731030544,40
3731030599,40
3731030615,40
3731030633,40
3731030642,40
3731030740,40
3731030795,40
3731030811,40
3731030820,40
3731030839,40
3731030866,40
3731030884,40
3731030893,40
3731030900,40
3731031005,40
3731031014,40
3731031032,40
3731031041,40
3731031096,40
3731031158,40
3731031201,40
3731031238,40
3731031265,40
3731031336,40
3731031345,40
3731031354,40
3731031363,40
3731031381,40
3731031407,40
3731031461,40
3731032502,40
3731032619,40
3731032637,40
3731032646,40
3731032655,40
3731032691,40
3731032717,40
3731032726,40
3731032744,40
3731032762,40
3731032806,40
3731032824,40
3731032879,40
3731032897,40
3731032904,40
3731032922,40
3731032940,40
3731032959,40
3731032968,40
3731032977,40
3731032995,40
3731033036,40
3731033054,40
3731033072,40
3731033081,40
3731033107,40
3731033125,40
3731033134,40
3731033189,40
3731033198,40
3731033223,40
3731033232,40
3731033241,40
3731033269,40
3731033287,40
3731033296,40
3731033303,40
3731033321,40
3731033330,40
3731033358,40
3731033367,40
3731033385,40
3731033394,40
3731033410,40
3731033429,40
3731033438,40
3731033447,40
3731033456,40
3731033465,40
3731040013,40
3731040077,40
3731040086,40
3731040111,40
3731040120,40
3731040139,40
3731040148,40
3731040157,40
3731040184,40
3731040193,40
3731040200,40
3731040228,40
3731040255,40
3731040264,40
3731040273,40
3731040326,40
3731040371,40
3731040380,40
3731040399,40
3731040406,40
3731040433,40
3731040460,40
3731040504,40
3731040540,40
3731040559,40
3731040586,40
3731040602,40
3731040639,40
3731040657,40
3731040684,40
3731040700,40
3731040719,40
3731040728,40
3731040737,40
3731040746,40
3731040862,40
3731040871,40
3731040880,40
3731040899,40
3731040906,40
3731040933,40
3731040942,40
3731040951,40
3731040979,40
3731040997,40
3731041001,40
3731041038,40
3731041109,40
3731041127,40
3731041136,40
3731041163,40
3731041216,40
3731041225,40
3731041270,40
3731041298,40
3731041350,40
3731041387,40
3731041396,40
3731041467,40
3731041529,40
3731042553,40
3731042562,40
3731042571,40
3731042580,40
3731042599,40
3731042606,40
3731042615,40
3731042624,40
3731042651,40
3731042660,40
3731042679,40
3731042688,40
3731042697,40
3731042704,40
3731042713,40
3731042731,40
3731042768,40
3731042795,40
3731042811,40
3731042820,40
3731042839,40
3731042848,40
3731042857,40
3731042866,40
3731042875,40
3731042884,40
3731042900,40
3731042937,40
3731042946,40
3731042955,40
3731042964,40
3731042973,40
3731042991,40
3731043023,40
3731043032,40
3731043041,40
3731043069,40
3731043078,40
3731043087,40
3731043103,40
3731043112,40
3731043144,40
3731043158,40
3731043176,40
3731043185,40
3731043194,40
3731043201,40
3731043210,40
3731043229,40
3731043238,40
3731043256,40
3731043265,40
3731043274,40
3731043283,40
3731043292,40
3731043318,40
3731043327,40
3731043336,40
3731043345,40
3731043354,40
3731043363,40
3731043372,40
3731043381,40
3731043390,40
3731043407,40
3731043425,40
3731043443,40
3731043452,40
3731050028,40
3731050064,40
3731050073,40
3731050108,40
3731050117,40
3731050135,40
3731050180,40
3731050206,40
3731050215,40
3731050233,40
3731050242,40
3731050251,40
3731050297,40
3731050313,40
3731050322,40
3731050340,40
3731050359,40
3731050386,40
3731050395,40
3731050402,40
3731050411,40
3731050439,40
3731050457,40
3731050475,40
3731050493,40
3731050500,40
3731050582,40
3731050617,40
3731050626,40
3731050653,40
3731050662,40
3731050680,40
3731050699,40
3731050706,40
3731050715,40
3731050724,40
3731050779,40
3731050797,40
3731050804,40
3731050813,40
3731050831,40
3731050840,40
3731050868,40
3731050886,40
3731050895,40
3731050911,40
3731050939,40
3731050948,40
3731051945,40
3731051990,40
3731052004,40
3731052013,40
3731052068,40
3731052095,40
3731052102,40
3731052139,40
3731052148,40
3731052157,40
3731052166,40
3731052237,40
3731052264,40
3731052273,40
3731052282,40
3731052291,40
3731052308,40
3731052344,40
3731052362,40
3731052371,40
3731052399,40
3731052406,40
3731052415,40
3731052424,40
3731052442,40
3731052451,40
3731052479,40
3731052497,40
3731052504,40
3731052568,40
3731052577,40
3731052586,40
3731052602,40
3731052639,40
3731052648,40
3731052657,40
3731052666,40
3731052675,40
3731052684,40
3731052693,40
3731052700,40
3731060015,40
3731060051,40
3731060097,40
3731060122,40
3731060131,40
3731060177,40
3731060186,40
3731060195,40
3731060202,40
3731060220,40
3731060257,40
3731060284,40
3731060319,40
3731060337,40
3731060355,40
3731060373,40
3731060435,40
3731060444,40
3731060499,40
3731060533,40
3731060597,40
3731060604,40
3731060677,40
3731060686,40
3731060702,40
3731060711,40
3731060766,40
3731060828,40
3731060855,40
3731060873,40
3731060882,40
3731060891,40
3731060908,40
3731060917,40
3731060926,40
3731060999,40
3731061030,40
3731061067,40
3731061094,40
3731061110,40
3731061129,40
3731061147,40
3731061174,40
3731061183,40
3731061254,40
3731061325,40
3731061334,40
3731061398,40
3731062420,40
3731062448,40
3731062475,40
3731062500,40
3731062519,40
3731062528,40
3731062537,40
3731062546,40
3731062582,40
3731062608,40
3731062617,40
3731062626,40
3731062635,40
3731062644,40
3731062699,40
3731062706,40
3731062715,40
3731062724,40
3731062742,40
3731062760,40
3731062788,40
3731062822,40
3731062831,40
3731062840,40
3731062868,40
3731062886,40
3731062911,40
3731062957,40
3731062966,40
3731062975,40
3731062984,40
3731063025,40
3731063043,40
3731063052,40
3731063089,40
3731063098,40
3731063105,40
3731063123,40
3731063132,40
3731063141,40
3731063150,40
3731063169,40
3731063178,40
3731063196,40
3731063203,40
3731063212,40
3731063221,40
3731063230,40
3731063249,40
3731063258,40
3731063276,40
3731063285,40
3731063294,40
3731063301,40
3731063310,40
3731063329,40
3731063338,40
3731063347,40
3731070039,40
3731070075,40
3731070084,40
3731070100,40
3731070119,40
3731070128,40
3731070182,40
3731070191,40
3731070208,40
3731070244,40
3731070271,40
3731070299,40
3731070315,40
3731070379,40
3731070388,40
3731070397,40
3731070431,40
3731070468,40
3731070486,40
3731071492,40
3731071518,40
3731071554,40
3731071563,40
3731071581,40
3731071590,40
3731071607,40
3731071616,40
3731071625,40
3731071634,40
3731071643,40
3731071652,40
3731071661,40
3731071670,40
3731071705,40
3731071714,40
3731071723,40
3731071732,40
3731080017,40
3731080026,40
3731080053,40
3731080071,40
3731080106,40
3731080151,40
3731080160,40
3731080188,40
3731080197,40
3731081247,40
3731081256,40
3731081283,40
3731081318,40
3731081327,40
3731081336,40
3731090022,40
3731090040,40
3731090059,40
3731090077,40
3731090086,40
3731090095,40
3731090102,40
3731090120,40
3731090139,40
3731090148,40
3731090166,40
3731091190,40
3731091207,40
3731091225,40
3731091234,40
3731091243,40
3731091252,40
3731091270,40
3731091289,40
3731100023,40
3731100041,40
3731100087,40
3731100096,40
3731100103,40
3731100112,40
3731100149,40
3731100167,40
3731100176,40
3731100210,40
3731100229,40
3731100238,40
3731100247,40
3731100256,40
3731100336,40
3731100345,40
3731100381,40
3731100390,40
3731100416,40
3731100443,40
3731101477,40
3731101495,40
3731101502,40
3731101511,40
3731101520,40
3731101539,40
3731101575,40
3731101584,40
3731101593,40
3731101619,40
3731101628,40
3731101646,40
3731101655,40
3731101664,40
3731101673,40
3731101682,40
3731101708,40
3731101726,40
3731110038,40
3731110047,40
3731110065,40
3731110109,40
3731110163,40
3731110172,40
3731110207,40
3731110216,40
3731110289,40
3731110314,40
3731110341,40
3731110430,40
3731110467,40
3731110547,40
3731110574,40
3731110583,40
3731110618,40
3731110654,40
3731111679,40
3731111731,40
3731111759,40
3731111777,40
3731111795,40
3731111802,40
3731111811,40
3731111839,40
3731111848,40
3731111857,40
3731111866,40
3731111884,40
3731111893,40
3731111919,40
3731111928,40
3731111937,40
3731111946,40
3731120016,40
3731120025,40
3731120061,40
3731120070,40
3731120089,40
3731120098,40
3731130012,40
3731130021,40
3731130058,40
3731130110,40
3731130129,40
3731130138,40
3731130165,40
3731130183,40
3731130236,40
3731130245,40
3731130254,40
3731130272,40
3731130316,40
3731130334,40
3731130487,40
3731130512,40
3731130521,40
3731130530,40
3731130567,40
3731130576,40
3731130629,40
3731130665,40
3731130683,40
3731130692,40
3731130718,40
3731130727,40
3731130736,40
3731130763,40
3731130772,40
3731130781,40
3731130790,40
3731131813,40
3731131859,40
3731131868,40
3731131877,40
3731131886,40
3731131895,40
3731131902,40
3731131911,40
3731131920,40
3731131993,40
3731132007,40
3731132016,40
3731132025,40
3731132034,40
3731132043,40
3731132098,40
3731132114,40
3731132132,40
3731132141,40
3731132150,40
3731132169,40
3731132178,40
3731132187,40
3731132196,40
3731132203,40
3731132212,40
3731140018,40
3731140027,40
3731140054,40
3731140072,40
3731140090,40
3731140125,40
3731140161,40
3731140189,40
3731140198,40
3731140223,40
3731140232,40
3731140269,40
3731140278,40
3731140321,40
3731140358,40
3731140385,40
3731140394,40
3731140447,40
3731140483,40
3731140492,40
3731140527,40
3731141622,40
3731141631,40
3731141640,40
3731141748,40
3731141766,40
3731141784,40
3731141793,40
3731141800,40
3731141846,40
3731141864,40
3731141873,40
3731141882,40
3731141891,40
3731141908,40
3731141926,40
3731141935,40
3731141953,40
3731141980,40
3731141999,40
3731142003,40
3731142012,40
3731142021,40
3731142030,40
3731142049,40
3731142058,40
3731142067,40
3731142076,40
3731142085,40
3731142094,40
3731142101,40
3731142110,40
3731142129,40
3731142138,40
3731150014,40
3731150096,40
3731150121,40
3731150238,40
3731150256,40
3731150265,40
3731151299,40
3731151333,40
3731151351,40
3731151360,40
3731151422,40
3731151440,40
3731151459,40
3731151477,40
3731160010,40
3731160047,40
3731160056,40
3731160065,40
3731160083,40
3731160092,40
3731160154,40
3731160163,40
3731161188,40
3731161197,40
3731161204,40
3731161213,40
3731161222,40
3731161231,40
3731161240,40
3731170034,40
3731170043,40
3731170052,40
3731170061,40
3731170070,40
3731170089,40
3731171102,40
3731171139,40
3731171148,40
3731171166,40
3731171184,40
3731171193,40
3731171200,40
3731171219,40
3731171228,40
3731171237,40
3731171246,40
3731171255,40
3731180012,40
3731180030,40
3731180058,40
3731180076,40
3731181082,40
3731190527,40
3731200019,40
3731210015,40
3731210033,40
3731210042,40
3731220511,40
3731230026,40
3731230044,40
3731231069,40
3731231096,40
3731240522,40
3731250019,40
3731260533,40
3731270011,40
3731270048,40
3731270066,40
3731280017,40
3731290522,40
3732010037,40
3732010055,40
3732010073,40
3732010082,40
3732010117,40
3732010135,40
3732010180,40
3732010199,40
3732010224,40
3732010233,40
3732010242,40
3732010279,40
3732010288,40
3732010297,40
3732010304,40
3732010322,40
3732010331,40
3732010340,40
3732010368,40
3732010377,40
3732010395,40
3732010420,40
3732010466,40
3732010500,40
3732010519,40
3732010555,40
3732010626,40
3732010635,40
3732010644,40
3732010653,40
3732010699,40
3732010706,40
3732010724,40
3732010733,40
3732010760,40
3732010779,40
3732010797,40
3732010804,40
3732010813,40
3732010840,40
3732010868,40
3732010886,40
3732010895,40
3732010902,40
3732010948,40
3732010975,40
3732010993,40
3732011007,40
3732011016,40
3732011025,40
3732011034,40
3732011052,40
3732011070,40
3732011089,40
3732011105,40
3732011123,40
3732011141,40
3732011169,40
3732011221,40
3732011267,40
3732011285,40
3732011294,40
3732011310,40
3732011329,40
3732011338,40
3732011347,40
3732011356,40
3732011383,40
3732011418,40
3732011427,40
3732011445,40
3732012442,40
3732012460,40
3732012479,40
3732012522,40
3732012540,40
3732012568,40
3732012595,40
3732012611,40
3732012639,40
3732012648,40
3732012700,40
3732012746,40
3732012755,40
3732012773,40
3732012782,40
3732012791,40
3732012808,40
3732012817,40
3732012826,40
3732012835,40
3732012906,40
3732012924,40
3732012942,40
3732012997,40
3732013001,40
3732013038,40
3732013056,40
3732013065,40
3732013074,40
3732013083,40
3732013109,40
3732013118,40
3732013145,40
3732013154,40
3732013181,40
3732013207,40
3732013225,40
3732013261,40
3732013270,40
3732013289,40
3732013298,40
3732013323,40
3732013378,40
3732013396,40
3732013403,40
3732013412,40
3732013421,40
3732013449,40
3732013458,40
3732013467,40
3732013476,40
3732013494,40
3732013501,40
3732013529,40
3732013538,40
3732013547,40
3732013556,40
3732013565,40
3732013574,40
3732013583,40
3732013592,40
3732013609,40
3732013618,40
3732013627,40
3732013645,40
3732013654,40
3732013663,40
3732013672,40
3732020060,40
3732020079,40
3732020113,40
3732020140,40
3732020195,40
3732020202,40
3732020211,40
3732020220,40
3732020257,40
3732020275,40
3732020284,40
3732020300,40
3732020328,40
3732020346,40
3732020355,40
3732020373,40
3732020382,40
3732020391,40
3732020426,40
3732020435,40
3732020462,40
3732020579,40
3732020597,40
3732020613,40
3732020622,40
3732020631,40
3732020659,40
3732020668,40
3732020677,40
3732020686,40
3732020695,40
3732020720,40
3732020748,40
3732020775,40
3732020800,40
3732020820,40
3732020828,40
3732020846,40
3732020873,40
3732020908,40
3732020944,40
3732020953,40
3732021129,40
3732021138,40
3732021147,40
3732021174,40
3732021192,40
3732021209,40
3732021263,40
3732021281,40
3732021290,40
3732021316,40
3732021334,40
3732021352,40
3732022340,40
3732022359,40
3732022377,40
3732022386,40
3732022448,40
3732022475,40
3732022500,40
3732022564,40
3732022573,40
3732022582,40
3732022591,40
3732022608,40
3732022617,40
3732022626,40
3732022635,40
3732022644,40
3732022653,40
3732022671,40
3732022680,40
3732022706,40
3732022724,40
3732022779,40
3732022804,40
3732022822,40
3732022840,40
3732022868,40
3732022877,40
3732022886,40
3732022895,40
3732022902,40
3732022911,40
3732022939,40
3732022957,40
3732022966,40
3732022984,40
3732023025,40
3732023043,40
3732023052,40
3732023061,40
3732023070,40
3732023089,40
3732023098,40
3732023123,40
3732023132,40
3732023150,40
3732023169,40
3732023178,40
3732023187,40
3732023196,40
3732023212,40
3732023221,40
3732023230,40
3732030011,40
3732030020,40
3732030066,40
3732030075,40
3732030093,40
3732030146,40
3732030155,40
3732030164,40
3732031241,40
3732031296,40
3732031303,40
3732031312,40
3732040017,40
3732040035,40
3732040044,40
3732040062,40
3732040071,40
3732040106,40
3732040133,40
3732040142,40
3732040179,40
3732040213,40
3732040231,40
3732040295,40
3732041283,40
3732041318,40
3732041336,40
3732041345,40
3732041363,40
3732041381,40
3732041390,40
3732041407,40
3732041416,40
3732050013,40
3732050022,40
3732050059,40
3732050086,40
3732050111,40
3732050120,40
3732050139,40
3732050157,40
3732050166,40
3732051314,40
3732051332,40
3732051485,40
3732051501,40
3732051510,40
3732051538,40
3732051547,40
3732051556,40
3732051565,40
3732051574,40
3732051583,40
3732051592,40
3732051609,40
3732051618,40
3732051636,40
3732051645,40
3732051654,40
3732051663,40
3732051681,40
3732051690,40
3732051707,40
3732051716,40
3732051725,40
3732051734,40
3732051743,40
3732051752,40
3732051761,40
3732060019,40
3732060028,40
3732060064,40
3732060108,40
3732060126,40
3732060144,40
3732060153,40
3732061187,40
3732061203,40
3732061212,40
3732061221,40
3732061249,40
3732061258,40
3732070015,40
3732070033,40
3732070042,40
3732070051,40
3732070060,40
3732070104,40
3732070195,40
3732070202,40
3732070220,40
3732070257,40
3732070266,40
3732070275,40
3732071307,40
3732071316,40
3732071325,40
3732071361,40
3732071389,40
3732071398,40
3732071405,40
3732071441,40
3732071450,40
3732071478,40
3732071496,40
3732071503,40
3732071512,40
3732071521,40
3732071530,40
3732071549,40
3732071567,40
3732071576,40
3732071585,40
3732071594,40
3732080011,40
3732080057,40
3732080084,40
3732080093,40
3732080146,40
3732080191,40
3732080208,40
3732080262,40
3732080315,40
3732080324,40
3732080333,40
3732080379,40
3732080388,40
3732080413,40
3732080431,40
3732081465,40
3732081483,40
3732081492,40
3732081536,40
3732081581,40
3732081590,40
3732081616,40
3732081634,40
3732081643,40
3732090080,40
3732090106,40
3732090133,40
3732090151,40
3732090160,40
3732090188,40
3732090197,40
3732090231,40
3732090240,40
3732091238,40
3732091247,40
3732091283,40
3732091309,40
3732091318,40
3732091336,40
3732091345,40
3732091354,40
3732091363,40
3732100027,40
3732100054,40
3732100072,40
3732100125,40
3732100134,40
3732100143,40
3732100161,40
3732100170,40
3732100278,40
3732100312,40
3732100321,40
3732100349,40
3732101515,40
3732101524,40
3732101533,40
3732101542,40
3732101579,40
3732101588,40
3732101613,40
3732101622,40
3732101631,40
3732101640,40
3732101668,40
3732101686,40
3732101695,40
3732110014,40
3732111057,40
3732111066,40
3732111075,40
3732120047,40
3732121080,40
3732121115,40
3732121124,40
3732121160,40
3732130525,40
3733010013,40
3733010022,40
3733010040,40
3733010068,40
3733010077,40
3733020019,40
3733020046,40
3733020055,40
3733020064,40
3733030015,40
3733030024,40
3733030042,40
3733030088,40
3733030097,40
3733030113,40
3733030131,40
3733030140,40
3733030159,40
3733030177,40
3733030186,40
3733031192,40
3733031236,40
3733031263,40
3733031272,40
3733031281,40
3733031307,40
3733031316,40
3733031325,40
3733050026,40
3733050035,40
3733050044,40
3733050053,40
3733050071,40
3733050080,40
3733050099,40
3733050106,40
3733050124,40
3733050142,40
3733050151,40
3733050160,40
3733050179,40
3733050188,40
3733051201,40
3733051210,40
3733051238,40
3733051247,40
3733051265,40
3733051274,40
3733051283,40
3733051309,40
3733051327,40
3733051336,40
3733051345,40
3733051354,40
3733051363,40
3733051372,40
3733051387,40
3733051407,40
3733051416,40
3733051425,40
3733051434,40
3733051443,40
3733051452,40
3733051461,40
3733051470,40
3733051489,40
3733051505,40
3733051514,40
3733051523,40
3733051532,40
3733051541,40
3733051550,40
3733051569,40
3733051587,40
3733051596,40
3733051603,40
3733051621,40
3733051630,40
3733051649,40
3733051658,40
3733060031,40
3733060059,40
3733060068,40
3733060077,40
3733060086,40
3733060095,40
3733060102,40
3733061118,40
3733061145,40
3733061172,40
3733061181,40
3733061190,40
3733070528,40
3733080015,40
3733080042,40
3733081101,40
3733081110,40
3733081183,40
3733081192,40
3733081209,40
3733081227,40
3733090011,40
3733090020,40
3733101028,40
3733111024,40
3733120523,40
3733130529,40
3734010017,40
3734010026,40
3734010071,40
3734010099,40
3734010106,40
3734010115,40
3734010124,40
3734010133,40
3734010142,40
3734010151,40
3734010160,40
3734010188,40
3734010213,40
3734010240,40
3734010259,40
3734010268,40
3734010286,40
3734010295,40
3734011336,40
3734011345,40
3734011354,40
3734011363,40
3734011381,40
3734011390,40
3734011407,40
3734011416,40
3734011425,40
3734011434,40
3734011443,40
3734011452,40
3734011470,40
3734011489,40
3734020013,40
3734020040,40
3734020068,40
3734020077,40
3734020120,40
3734020139,40
3734020166,40
3734020175,40
3734020200,40
3734020237,40
3734020273,40
3734020282,40
3734020291,40
3734020308,40
3734020317,40
3734020326,40
3734020335,40
3734020344,40
3734020353,40
3734020362,40
3734021378,40
3734021387,40
3734021396,40
3734021403,40
3734021412,40
3734021421,40
3734021430,40
3734021449,40
3734021458,40
3734021467,40
3734021476,40
3734021485,40
3734021494,40
3734021501,40
3734021510,40
3734021529,40
3734021538,40
3734030019,40
3734030028,40
3734030064,40
3734031070,40
3734031098,40
3734040015,40
3734040033,40
3734040042,40
3734040060,40
3734050011,40
3734050039,40
3734050057,40
3734050066,40
3734050075,40
3734060017,40
3734061023,40
3734070513,40
3734070522,40
3734080019,40
3734080028,40
3734080037,40
3734090015,40
3734090024,40
3734100025,40
3735010020,40
3735010039,40
3735010057,40
3735010066,40
3735010075,40
3735010084,40
3735010093,40
3735010119,40
3735010146,40
3735010155,40
3735010164,40
3735010173,40
3735010208,40
3735010226,40
3735010244,40
3735010253,40
3735010262,40
3735010271,40
3735010280,40
3735010299,40
3735010306,40
3735011330,40
3735011349,40
3735011367,40
3735011376,40
3735020026,40
3735020035,40
3735020044,40
3735020071,40
3735021096,40
3735021103,40
3735021112,40
3735021130,40
3735021158,40
3735021176,40
3735021185,40
3735030022,40
3735030095,40
3735031118,40
3735031145,40
3735040019,40
3735040028,40
3735040037,40
3735040064,40
3735040073,40
3735040117,40
3735040126,40
3735040144,40
3735040153,40
3735041169,40
3735041178,40
3735041187,40
3735041203,40
3735041221,40
3735041249,40
3735041267,40
3735041276,40
3735041285,40
3735041301,40
3735041310,40
3735041329,40
3735041338,40
3735050015,40
3735050024,40
3735050033,40
3735050042,40
3735050088,40
3735050131,40
3735050159,40
3735050168,40
3735050211,40
3735050239,40
3735050248,40
3735051263,40
3735051272,40
3735051281,40
3735051290,40
3735051307,40
3735051325,40
3735051352,40
3735051389,40
3735060066,40
3735061116,40
3735061161,40
3735061170,40
3735070017,40
3735070035,40
3735071041,40
3735080013,40
3735090028,40
3735090046,40
3735090055,40
3735091061,40
3735091070,40
3735091089,40
3735100010,40
3735100038,40
3735110516,40
3735121028,40
3735130018,40
3735131042,40
3735140523,40
3735150010,40
3735160516,40
3735180527,40
3736010060,40
3736010088,40
3736010122,40
3736010131,40
3736010168,40
3736010211,40
3736010248,40
3736010257,40
3736010266,40
3736010284,40
3736010300,40
3736010319,40
3736010373,40
3736010382,40
3736010391,40
3736010426,40
3736010435,40
3736010453,40
3736010462,40
3736010499,40
3736010506,40
3736010515,40
3736010613,40
3736010631,40
3736010640,40
3736010659,40
3736010677,40
3736010686,40
3736010695,40
3736010720,40
3736010739,40
3736010748,40
3736010766,40
3736010793,40
3736010800,40
3736010855,40
3736010873,40
3736010908,40
3736010917,40
3736010935,40
3736010944,40
3736012028,40
3736012037,40
3736012046,40
3736012064,40
3736012082,40
3736012091,40
3736012108,40
3736012126,40
3736012135,40
3736012144,40
3736012153,40
3736012162,40
3736012199,40
3736012224,40
3736012242,40
3736012251,40
3736012288,40
3736020057,40
3736020066,40
3736020075,40
3736020084,40
3736020093,40
3736020100,40
3736020128,40
3736020137,40
3736021152,40
3736021161,40
3736021170,40
3736030035,40
3736030044,40
3736030053,40
3736030071,40
3736030099,40
3736030106,40
3736030133,40
3736030151,40
3736030160,40
3736030179,40
3736030197,40
3736030213,40
3736031238,40
3736031256,40
3736031265,40
3736031274,40
3736040040,40
3736040068,40
3736040086,40
3736040102,40
3736040111,40
3736040120,40
3736040148,40
3736040157,40
3736040166,40
3736040193,40
3736040200,40
3736040219,40
3736040228,40
3736040237,40
3736041270,40
3736050019,40
3736050028,40
3736050037,40
3736050046,40
3736050055,40
3736050064,40
3736050073,40
3736050091,40
3736050108,40
3736050117,40
3736050135,40
3736050153,40
3736050162,40
3736050180,40
3736050199,40
3736050206,40
3736051221,40
3736051230,40
3736051249,40
3736051258,40
3736051276,40
3736051285,40
3736051294,40
3736051302,40
3736051310,40
3736051329,40
3736060015,40
3736060042,40
3736060051,40
3736060088,40
3736070020,40
3736070039,40
3736070048,40
3736070066,40
3736070075,40
3736070093,40
3736070100,40
3736070119,40
3736070128,40
3736070137,40
3736080017,40
3736080026,40
3736080044,40
3736080080,40
3736080179,40
3736080197,40
3736081265,40
3736081274,40
3736081318,40
3736090040,40
